,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,111.625,2763.5,216.79977438861823,0.7798277840736842,0.5779902858378592,74.07602201364845,34.94579668359536,0.20390058719597326,72.125,103.74467047819599,183.75
