,centroid-0,centroid-1,area,perimeter,major_axis_length,minor_axis_length,eccentricity,pix_avg,pix_max,pix_min
0,222.33290056011967,252.79049244035843,227987,2059.1959594928935,592.0152486936754,514.4201585668891,0.4949339673341572,78.37052989863457,255,0
