,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,255.0,105558.0,1380.1076477383247,0.3901563950108444,0.9207486016454991,390.47865786766414,359.532678204063,0.013074401255597157,0.0,72.27617992004396,255.0
