,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,100.83333333333333,2847.1666666666665,203.99985557470382,0.7969603827520299,0.5444157283281817,64.22092409274744,36.80556012204223,0.24939449305009267,73.33333333333333,99.55416123494062,174.16666666666666
