,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,255.0,239257.0,2047.5462479183373,0.39384896869943653,0.9191751682102767,588.371565000471,540.8165322294517,0.008557936645190474,0.0,75.26221176391913,255.0
