,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,99.0,1225.0,150.34240610230006,0.7516661031725163,0.6177531983050968,56.20778842082635,32.884898685143895,0.1693867875416362,71.5,94.8716894785605,170.5
