,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,101.0,1921.5,180.07463914933368,0.8781916457950587,0.47710384309245735,62.259571686939594,31.03114087179547,0.27156492401210264,72.5,105.65475713904456,173.5
