,centroid-0,centroid-1,area,perimeter,major_axis_length,minor_axis_length,eccentricity,pix_avg,pix_max,pix_min
0,233.3616278729567,256.40348244774447,239257,2047.5462479183373,588.371565000471,540.8165322294517,0.39384896869943653,75.26221176391913,255,0
