,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,255.0,227987.0,2059.1959594928935,0.4949339673341572,0.8689305887001973,592.0152486936754,514.4201585668891,0.009032076212647622,0.0,78.37052989863457,255.0
