,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,255.0,103506.0,1402.9777054234137,0.4517592878556465,0.8921398689870099,393.0123115602872,350.6219521456765,0.013554554377750215,0.0,72.30431086120612,255.0
