,avg_shading,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,255.0,96951.0,1347.1126983722081,0.5396155297734531,0.8419115630678293,390.9658709419934,329.1586875109489,0.01389477878899865,0.0,75.43148600839599,255.0
