,area,perimeter,major_axis_length,minor_axis_length,eccentricity,pix_avg,pix_max,pix_min,aspect_ratio,perimeter_area_ratio,shading
0,1525,278.6761902332486,93.67872116665279,41.68087564080663,0.8955632162240471,101.02229508196721,166,77,0.44493429374059335,0.1827384853988515,89
1,1251,197.6223663640862,71.82097053299506,28.124195429442818,0.9201408682980589,100.27018385291767,175,73,0.3915875157454516,0.1579715158785661,102
2,1146,182.4446968344225,60.94720568549354,26.746809947678862,0.8985593044528911,102.83944153577661,180,74,0.43885211219855896,0.15920130613823952,106
3,1062,129.4386001800126,41.852016792089515,33.07265958522429,0.6128122056978624,102.93126177024482,192,78,0.7902285748742072,0.12188192107345819,114
4,2556,425.4518395093589,100.46044467110244,70.04173422121329,0.7168697752019068,105.6377151799687,191,73,0.6972070893227976,0.16645220638081334,118
6,568,135.58073580374358,40.92153626682885,23.76024983915757,0.8141679315085417,92.80105633802818,140,78,0.580629468166319,0.23869847852771756,62
8,89,41.31370849898477,17.77442707115031,6.884005022373172,0.921954468917282,105.25842696629213,163,80,0.3872982794222722,0.46419897189870524,83
