,area,perimeter,major_axis_length,minor_axis_length,eccentricity,pix_avg,pix_max,pix_min,aspect_ratio,perimeter_area_ratio,shading
1,5121,320.2020561473032,112.10764990697615,62.73470737506607,0.828767254908252,152.46358133177114,255,60,0.559593457066682,0.06252725173741519,195
