,area,perimeter,major_axis_length,minor_axis_length,eccentricity,pix_avg,pix_max,pix_min,aspect_ratio,perimeter_area_ratio,shading
0,29316,853.3137084989847,393.7226274716606,99.26478495534523,0.9676963510119528,121.95244917451221,135,97,0.2521185678171116,0.029107439913323263,38
1,4182,589.3868683519033,184.3997682870228,104.25996115582943,0.8248156176040305,122.25251076040172,202,91,0.5654018013382003,0.1409342105097808,111
