,avg_area,avg_perimeter,avg_eccentricity,avg_aspect_ratio,avg_major_axis_length,avg_minor_axis_length,avg_perimeter_area_ratio,avg_pix_min,avg_pix_avg,avg_pix_max
0,2060.222222222222,196.41378854630557,0.8086804765001557,0.5381181357923197,60.506312924431654,34.039541453379336,0.3160426617045291,77.88888888888889,111.73692735933075,187.44444444444446
